Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,Travel_Frequently,Sales,12,3,3,Male,3,Sales Executive,Single,13758,0,Yes,3,2,0,22,2,2,21,9,13,14
36,Travel_Rarely,Research & Development,2,4,3,Female,3,Manufacturing Director,Single,5410,9,Yes,3,4,0,18,2,3,16,14,5,12
50,Non-Travel,Sales,1,3,4,Female,3,Sales Executive,Married,6347,0,No,3,1,1,19,3,3,18,7,0,13
36,Travel_Rarely,Research & Development,7,3,1,Male,3,Laboratory Technician,Single,2013,2,No,3,3,0,15,4,3,4,3,1,3
31,Non-Travel,Research & Development,9,2,3,Male,2,Research Scientist,Single,2321,0,Yes,4,1,0,4,0,3,3,2,1,2
27,Travel_Rarely,Research & Development,7,3,4,Female,2,Healthcare Representative,Single,6811,8,No,3,1,0,9,2,1,7,6,0,7
37,Travel_Rarely,Research & Development,19,3,3,Male,3,Manufacturing Director,Married,5768,3,No,3,1,3,9,2,2,4,3,0,2
34,Travel_Rarely,Sales,1,3,1,Male,3,Sales Executive,Single,9888,1,No,4,1,0,14,3,2,14,8,2,1
32,Travel_Rarely,Research & Development,2,3,3,Female,3,Laboratory Technician,Married,2370,1,No,3,3,1,8,4,3,8,0,0,7
40,Non-Travel,Research & Development,8,2,4,Male,3,Healthcare Representative,Divorced,4069,3,Yes,3,3,0,8,2,3,2,2,2,2
34,Travel_Rarely,Research & Development,6,4,3,Female,2,Research Scientist,Divorced,4505,6,No,3,3,1,12,3,3,1,0,0,0
34,Travel_Rarely,Sales,3,2,4,Female,1,Sales Executive,Single,6029,5,No,3,1,0,6,3,3,2,2,2,2
29,Travel_Frequently,Research & Development,1,3,4,Male,4,Healthcare Representative,Single,6294,8,Yes,3,4,0,10,5,4,3,2,0,2
36,Travel_Frequently,Research & Development,23,2,3,Male,4,Laboratory Technician,Married,2571,4,No,3,3,1,17,3,3,5,2,0,3
28,Travel_Rarely,Sales,2,4,2,Female,3,Sales Executive,Married,4779,1,Yes,4,1,0,8,2,3,8,7,7,5
32,Travel_Rarely,Sales,7,5,4,Male,3,Sales Executive,Married,9204,4,No,3,3,1,7,3,2,4,3,0,3
39,Non-Travel,Sales,21,4,1,Female,1,Sales Executive,Married,5736,6,No,3,3,1,10,1,3,3,2,1,2
44,Travel_Rarely,Research & Development,4,2,3,Male,4,Manager,Divorced,19190,1,No,3,4,2,26,4,2,25,9,14,13
25,Travel_Frequently,Research & Development,2,1,4,Male,4,Manufacturing Director,Divorced,5206,1,No,3,3,2,7,6,3,7,7,0,7
30,Travel_Rarely,Research & Development,28,2,4,Female,3,Research Scientist,Married,5775,1,No,3,4,2,11,2,3,10,8,1,9
35,Travel_Rarely,Research & Development,1,4,4,Female,4,Research Scientist,Single,2506,3,No,3,3,0,7,0,3,2,2,2,2
45,Travel_Frequently,Research & Development,1,4,2,Male,3,Healthcare Representative,Single,5399,4,No,3,3,0,12,3,3,4,2,0,3
26,Travel_Rarely,Sales,10,3,3,Male,3,Sales Executive,Single,4684,1,No,3,1,0,5,4,3,5,3,1,2
21,Travel_Frequently,Sales,1,1,1,Female,2,Sales Representative,Single,2174,1,Yes,3,3,0,3,3,3,3,2,1,2
36,Travel_Rarely,Research & Development,5,4,2,Female,3,Healthcare Representative,Married,8008,4,No,3,3,2,9,6,3,3,2,0,2
22,Travel_Rarely,Research & Development,5,3,4,Male,4,Research Scientist,Divorced,2328,1,Yes,3,1,1,4,2,2,4,2,2,2
26,Travel_Frequently,Human Resources,17,4,2,Female,3,Human Resources,Divorced,2741,0,Yes,3,2,1,8,2,2,7,7,1,0
43,Travel_Rarely,Research & Development,6,3,1,Female,2,Research Scientist,Single,4081,1,Yes,3,1,0,20,3,1,20,7,1,8
49,Travel_Frequently,Research & Development,10,4,3,Female,3,Research Director,Single,18665,9,Yes,3,4,0,22,4,3,3,2,1,2
55,Travel_Rarely,Human Resources,26,4,3,Male,4,Manager,Married,19636,4,Yes,3,1,1,35,0,3,10,9,1,4
38,Travel_Rarely,Sales,16,3,2,Female,3,Sales Executive,Single,4198,2,No,3,2,0,8,5,4,3,2,1,2
31,Non-Travel,Sales,2,4,4,Female,3,Sales Executive,Divorced,9852,1,Yes,3,1,1,10,5,2,10,8,9,6
43,Travel_Rarely,Research & Development,3,3,3,Male,1,Research Director,Married,19740,3,No,3,2,1,25,2,3,8,7,0,7
41,Travel_Frequently,Research & Development,22,3,4,Female,3,Research Scientist,Divorced,5467,3,Yes,3,1,2,12,4,2,6,2,3,3
37,Travel_Rarely,Research & Development,1,3,4,Female,3,Research Scientist,Single,2115,1,No,3,2,0,17,3,3,17,12,5,7
31,Travel_Rarely,Sales,2,2,1,Male,3,Sales Representative,Married,3067,0,No,3,3,1,3,1,3,2,2,1,2
46,Travel_Rarely,Sales,4,2,4,Female,2,Manager,Married,18789,2,No,3,3,1,26,2,3,11,4,0,8
58,Travel_Rarely,Research & Development,2,4,4,Male,3,Research Director,Single,19246,7,Yes,3,4,0,40,2,3,31,15,13,8
39,Travel_Rarely,Research & Development,23,3,3,Male,3,Research Scientist,Single,3904,0,No,3,1,0,6,2,3,5,2,0,3
27,Travel_Rarely,Research & Development,17,4,4,Female,3,Research Scientist,Single,2394,1,Yes,3,4,0,8,2,3,8,2,7,7
33,Non-Travel,Research & Development,4,3,4,Male,3,Research Scientist,Divorced,3055,5,No,3,4,2,11,2,2,9,8,1,7
49,Travel_Rarely,Research & Development,1,3,3,Male,3,Manager,Single,15379,4,No,3,1,0,23,2,3,8,7,0,0
31,Travel_Rarely,Sales,20,3,2,Female,1,Sales Executive,Married,4559,3,Yes,3,3,1,4,2,3,2,2,2,2
51,Travel_Frequently,Sales,9,3,4,Male,3,Manager,Divorced,19847,4,Yes,4,1,1,31,5,2,29,10,11,10
26,Travel_Frequently,Research & Development,1,3,3,Female,3,Manufacturing Director,Divorced,6397,1,No,4,1,1,6,6,1,6,5,1,4
52,Travel_Rarely,Research & Development,4,2,4,Female,3,Manager,Married,16555,2,No,3,4,0,31,2,1,5,2,1,4
27,Travel_Frequently,Sales,8,1,3,Male,3,Sales Executive,Married,4342,0,No,3,2,1,5,3,3,4,2,1,1
32,Travel_Rarely,Sales,1,2,1,Male,1,Sales Executive,Single,6735,6,No,3,2,0,10,2,3,0,0,0,0
32,Non-Travel,Sales,26,4,3,Male,3,Sales Executive,Married,4465,0,No,3,1,0,4,2,3,3,2,2,2
18,Travel_Frequently,Sales,5,3,2,Male,3,Sales Representative,Single,1878,1,Yes,3,4,0,0,3,3,0,0,0,0
33,Travel_Frequently,Research & Development,1,4,3,Female,4,Healthcare Representative,Married,5488,1,Yes,3,1,1,6,2,3,6,5,1,2
48,Travel_Rarely,Sales,2,1,2,Male,4,Sales Executive,Married,8120,3,No,3,4,0,12,3,3,2,2,2,2
29,Travel_Rarely,Research & Development,10,3,4,Female,2,Research Scientist,Single,2404,6,Yes,4,3,0,3,5,3,0,0,0,0
34,Travel_Rarely,Sales,13,4,4,Male,3,Sales Executive,Divorced,8628,1,No,3,3,1,9,2,2,8,7,1,1
59,Travel_Frequently,Sales,1,1,1,Female,2,Sales Executive,Single,5473,7,No,3,4,0,20,2,2,4,3,1,3
45,Non-Travel,Sales,26,3,1,Male,2,Sales Executive,Married,4385,1,No,3,1,1,10,2,3,10,7,4,5
34,Travel_Rarely,Sales,8,2,3,Female,3,Sales Executive,Married,6500,5,No,3,2,1,6,1,3,3,2,1,2
27,Non-Travel,Research & Development,3,3,3,Male,2,Research Scientist,Divorced,2566,1,Yes,3,4,1,1,2,2,1,1,0,1
38,Travel_Rarely,Research & Development,1,3,3,Female,3,Manufacturing Director,Single,7861,4,Yes,3,4,0,10,4,4,1,0,0,0
22,Non-Travel,Research & Development,26,2,2,Female,2,Research Scientist,Married,2814,1,Yes,3,2,0,4,2,2,4,2,1,3
53,Travel_Rarely,Research & Development,3,4,3,Male,3,Research Director,Married,17584,3,Yes,3,4,3,21,5,2,5,3,1,3
26,Travel_Rarely,Research & Development,23,3,1,Female,3,Research Scientist,Divorced,2886,1,No,4,2,2,3,3,1,3,2,0,2
44,Travel_Rarely,Research & Development,29,4,4,Male,3,Research Scientist,Single,4541,1,No,4,2,0,20,3,3,20,11,13,17
33,Travel_Rarely,Research & Development,1,5,1,Female,4,Research Director,Divorced,16184,4,No,3,3,1,10,2,3,6,1,0,5
27,Travel_Frequently,Sales,8,3,4,Male,3,Sales Executive,Single,8726,1,No,3,4,0,9,0,3,9,8,1,7
51,Travel_Rarely,Research & Development,6,3,1,Male,3,Research Director,Single,19537,7,No,3,3,0,23,5,3,20,18,15,15
29,Travel_Rarely,Sales,27,3,2,Female,3,Sales Executive,Married,7639,1,No,4,4,3,10,3,2,10,4,1,9
36,Travel_Rarely,Research & Development,12,4,3,Female,3,Manufacturing Director,Married,4663,9,Yes,3,2,2,7,2,3,3,2,1,1
44,Travel_Frequently,Human Resources,1,5,1,Male,3,Human Resources,Married,5743,4,Yes,3,3,0,14,3,3,10,7,0,2
35,Travel_Rarely,Sales,27,3,3,Male,3,Sales Executive,Single,5813,1,Yes,3,4,0,10,2,3,10,7,7,7
35,Travel_Frequently,Research & Development,18,4,3,Male,3,Healthcare Representative,Married,5689,1,Yes,3,4,2,10,2,4,10,2,0,2
34,Travel_Rarely,Research & Development,8,2,2,Female,3,Healthcare Representative,Single,6142,3,No,3,4,0,10,2,3,5,1,4,3
40,Travel_Rarely,Sales,14,2,4,Female,3,Sales Executive,Married,4639,1,No,3,3,1,5,2,3,5,4,1,2
33,Travel_Rarely,Sales,9,4,1,Female,3,Sales Executive,Single,8224,0,Yes,3,1,0,6,3,3,5,2,0,3
40,Travel_Frequently,Research & Development,2,2,3,Female,4,Healthcare Representative,Married,4244,1,No,4,4,1,8,2,3,8,7,3,7
26,Travel_Rarely,Research & Development,1,2,1,Male,2,Laboratory Technician,Married,3955,1,No,3,1,2,6,2,3,5,3,1,3
35,Travel_Rarely,Research & Development,2,3,3,Male,2,Manufacturing Director,Divorced,10274,2,No,3,2,1,15,2,4,7,7,6,4
30,Travel_Frequently,Sales,26,4,3,Female,2,Sales Executive,Single,6696,5,No,3,3,0,9,5,2,6,3,0,1
26,Travel_Frequently,Research & Development,2,3,1,Male,3,Research Scientist,Married,2042,6,Yes,3,2,1,6,2,3,3,2,1,2
44,Travel_Rarely,Research & Development,8,4,1,Male,4,Laboratory Technician,Married,2818,2,Yes,4,3,1,10,2,2,3,2,0,2
32,Travel_Rarely,Research & Development,3,4,3,Female,3,Manufacturing Director,Married,6725,1,No,3,3,1,8,2,4,8,7,6,3
41,Travel_Rarely,Research & Development,19,2,3,Male,3,Research Scientist,Divorced,3072,2,No,3,1,2,17,2,2,1,0,0,0
34,Travel_Frequently,Sales,6,2,4,Female,1,Sales Representative,Divorced,2351,0,No,3,4,1,3,3,2,2,2,1,0
28,Non-Travel,Sales,4,3,2,Male,3,Sales Executive,Married,4221,1,No,3,2,0,5,3,4,5,4,0,4
42,Travel_Rarely,Research & Development,2,4,1,Male,2,Healthcare Representative,Single,6781,3,No,4,2,0,14,6,3,1,0,0,0
34,Travel_Frequently,Research & Development,10,4,3,Male,4,Manufacturing Director,Divorced,4724,1,No,3,1,1,9,3,3,9,7,7,2
36,Travel_Rarely,Sales,3,4,1,Female,3,Sales Executive,Single,9278,3,Yes,3,4,0,15,3,3,5,4,0,1
53,Travel_Rarely,Sales,1,1,4,Female,3,Sales Executive,Single,8381,7,No,4,4,0,18,2,4,14,7,8,10
39,Travel_Frequently,Research & Development,22,3,4,Female,3,Manufacturing Director,Single,10880,1,Yes,3,3,0,21,2,3,21,6,2,8
36,Travel_Rarely,Sales,10,4,2,Female,2,Sales Executive,Married,5673,1,Yes,3,1,1,10,4,3,10,9,1,7
27,Travel_Rarely,Research & Development,16,4,3,Female,3,Laboratory Technician,Married,2811,9,No,3,2,1,4,2,3,2,2,2,2
58,Non-Travel,Research & Development,1,4,4,Male,1,Healthcare Representative,Divorced,5660,2,Yes,3,4,1,12,2,3,5,3,1,2
53,Travel_Rarely,Research & Development,23,4,4,Female,3,Research Director,Single,14275,6,No,3,3,0,33,0,3,12,9,3,8
37,Travel_Rarely,Research & Development,21,3,2,Male,4,Research Scientist,Married,3564,1,Yes,3,1,1,8,3,2,8,7,1,7
29,Travel_Rarely,Human Resources,13,3,1,Male,2,Human Resources,Divorced,2335,4,Yes,3,4,3,4,3,3,2,2,2,0
23,Travel_Rarely,Sales,2,1,3,Male,3,Sales Representative,Divorced,2322,3,No,3,3,1,3,3,3,0,0,0,0
28,Travel_Rarely,Research & Development,1,2,1,Female,1,Research Scientist,Single,2216,7,Yes,3,4,0,10,4,3,7,7,3,7
31,Travel_Frequently,Research & Development,24,1,4,Female,3,Manufacturing Director,Single,5238,2,No,4,4,0,9,3,2,5,4,1,4
33,Travel_Frequently,Research & Development,7,2,4,Male,3,Healthcare Representative,Divorced,5968,1,No,4,3,3,9,2,3,9,7,2,8
29,Travel_Rarely,Sales,20,2,4,Male,3,Sales Executive,Divorced,6931,2,No,3,4,1,10,2,3,3,2,0,2
39,Non-Travel,Research & Development,25,2,3,Male,3,Healthcare Representative,Married,10920,3,No,4,2,1,13,2,3,6,4,0,5
40,Travel_Frequently,Research & Development,26,2,3,Female,2,Research Scientist,Married,4422,3,Yes,3,4,1,16,3,1,1,1,0,0
39,Travel_Rarely,Sales,21,4,1,Male,2,Sales Executive,Married,6120,3,Yes,3,4,2,8,2,4,5,4,1,4
36,Travel_Frequently,Sales,11,2,2,Female,3,Sales Executive,Married,9738,0,No,3,3,1,10,6,3,9,7,2,8
58,Travel_Rarely,Research & Development,5,3,3,Female,2,Healthcare Representative,Divorced,10552,2,Yes,3,4,1,24,3,3,6,0,0,4
42,Travel_Rarely,Research & Development,7,4,2,Female,4,Research Scientist,Married,2372,6,Yes,3,4,0,18,2,3,1,0,0,0
30,Travel_Rarely,Sales,16,1,4,Male,3,Sales Executive,Married,5301,8,No,3,3,2,4,2,2,2,1,2,2
51,Travel_Rarely,Research & Development,11,2,4,Female,2,Manufacturing Director,Single,13142,3,No,3,2,0,29,1,2,5,2,0,3
31,Travel_Rarely,Research & Development,24,3,3,Female,2,Healthcare Representative,Single,6812,1,No,3,2,0,10,2,3,10,9,1,8
25,Travel_Frequently,Sales,24,1,3,Male,1,Sales Representative,Single,1118,1,Yes,3,4,0,1,4,3,1,0,1,0
31,Travel_Rarely,Research & Development,7,2,2,Female,3,Manufacturing Director,Married,4306,1,No,3,2,1,13,5,1,13,10,3,12
37,Non-Travel,Research & Development,2,2,3,Male,2,Healthcare Representative,Divorced,5163,5,No,3,4,1,17,2,4,1,0,0,0
44,Travel_Rarely,Research & Development,2,1,1,Female,4,Research Scientist,Married,2011,1,No,3,4,1,10,5,3,10,5,7,7
41,Non-Travel,Sales,10,2,3,Male,1,Sales Executive,Single,6151,1,No,3,1,0,19,4,3,19,2,11,9
54,Travel_Rarely,Research & Development,2,4,1,Female,3,Research Director,Married,13549,9,No,3,1,1,16,5,1,4,3,0,3
25,Travel_Rarely,Sales,5,3,3,Male,2,Sales Executive,Single,5744,1,Yes,3,4,0,6,1,3,6,4,0,3
33,Travel_Rarely,Research & Development,25,3,4,Male,2,Manufacturing Director,Single,4320,1,No,3,4,0,5,2,3,5,3,0,2
31,Travel_Frequently,Research & Development,20,3,1,Male,3,Healthcare Representative,Married,9824,3,No,3,1,0,12,2,3,1,0,0,0
34,Travel_Rarely,Research & Development,19,2,2,Male,3,Laboratory Technician,Divorced,2661,0,No,3,3,1,3,2,3,2,2,1,2
41,Travel_Rarely,Sales,6,3,4,Female,3,Manager,Single,13591,3,Yes,3,3,0,16,3,3,1,0,0,0
59,Travel_Rarely,Sales,25,3,1,Female,3,Sales Executive,Single,7637,7,No,3,4,0,28,3,2,21,16,7,9
28,Travel_Rarely,Sales,3,3,2,Female,3,Sales Representative,Married,2856,1,No,3,4,1,1,3,3,1,0,0,0
28,Travel_Rarely,Research & Development,10,3,3,Female,3,Research Scientist,Single,3660,3,No,3,4,0,10,4,4,8,7,1,7
48,Travel_Frequently,Research & Development,22,3,4,Female,3,Manager,Divorced,17174,3,No,3,2,1,24,3,3,22,17,4,7
40,Travel_Rarely,Research & Development,2,1,4,Female,2,Research Scientist,Single,2342,0,Yes,4,4,0,5,2,2,4,2,2,3
42,Travel_Frequently,Research & Development,29,2,1,Female,3,Research Scientist,Divorced,4556,2,No,3,2,1,19,3,3,5,4,0,2
35,Travel_Rarely,Research & Development,23,2,2,Male,2,Manufacturing Director,Married,5916,3,Yes,3,1,0,8,1,3,1,0,0,1
40,Travel_Rarely,Sales,25,4,4,Male,2,Sales Executive,Single,9094,2,Yes,3,3,0,9,2,3,5,4,1,0
57,Travel_Rarely,Sales,29,3,1,Male,2,Manager,Divorced,14118,3,No,3,3,1,32,3,2,1,0,0,0
33,Travel_Rarely,Sales,2,4,4,Male,3,Sales Executive,Divorced,5505,1,No,3,3,2,6,5,3,6,2,0,4
41,Travel_Rarely,Sales,3,3,3,Male,2,Sales Executive,Divorced,8938,2,No,3,3,1,14,5,3,5,4,0,4
23,Travel_Rarely,Research & Development,20,1,1,Male,3,Laboratory Technician,Single,2272,0,No,3,2,0,5,2,3,4,3,1,2
36,Non-Travel,Sales,8,4,1,Male,3,Sales Executive,Divorced,5079,4,No,3,4,2,12,3,3,7,7,0,7
45,Travel_Frequently,Research & Development,25,3,2,Female,3,Manager,Single,18061,3,No,4,3,0,22,4,3,0,0,0,0
34,Travel_Rarely,Sales,2,3,3,Female,3,Sales Executive,Single,4538,0,Yes,3,4,0,4,3,3,3,2,0,2
41,Travel_Rarely,Research & Development,5,3,2,Male,4,Healthcare Representative,Single,6870,3,No,3,1,0,11,3,1,3,2,1,2
38,Travel_Rarely,Research & Development,23,4,4,Male,3,Healthcare Representative,Divorced,5745,9,No,3,2,1,10,2,3,2,2,1,2
58,Travel_Rarely,Sales,10,4,4,Male,3,Sales Executive,Single,13872,0,No,3,3,0,38,1,2,37,10,1,8
40,Travel_Rarely,Research & Development,2,3,3,Male,3,Research Scientist,Divorced,2345,2,No,3,3,1,8,3,4,3,1,1,2
48,Travel_Rarely,Research & Development,10,3,4,Male,2,Research Director,Married,19665,4,No,3,4,0,29,3,3,22,10,12,9
30,Non-Travel,Sales,25,2,4,Female,3,Sales Executive,Married,4736,7,Yes,3,2,1,4,2,4,2,2,2,2
26,Travel_Frequently,Research & Development,1,1,1,Female,2,Research Scientist,Divorced,2007,1,No,3,3,2,5,5,3,5,3,1,3
44,Travel_Frequently,Research & Development,1,2,3,Male,3,Research Scientist,Divorced,2342,1,Yes,3,3,3,6,2,2,5,3,2,3
31,Travel_Rarely,Sales,7,3,2,Male,4,Sales Executive,Married,6929,4,No,3,2,1,10,3,2,8,7,7,7
34,Non-Travel,Sales,10,3,4,Male,3,Sales Executive,Divorced,4001,1,Yes,3,3,1,15,3,3,15,14,0,7
46,Travel_Rarely,Sales,3,1,1,Male,3,Manager,Married,17465,3,No,3,4,1,23,3,3,12,9,4,9
45,Travel_Rarely,Research & Development,28,3,4,Male,3,Research Scientist,Married,2132,4,No,4,4,1,8,3,3,5,4,0,3
55,Travel_Rarely,Sales,18,5,1,Female,3,Manager,Single,16835,3,No,4,4,0,37,2,3,10,9,7,7
20,Travel_Rarely,Research & Development,10,1,4,Male,3,Research Scientist,Single,1009,1,Yes,3,4,0,1,5,3,1,0,1,1
19,Travel_Rarely,Research & Development,25,3,2,Female,4,Research Scientist,Single,2994,1,Yes,3,4,0,1,2,3,1,0,0,1
49,Travel_Rarely,Sales,8,4,4,Male,2,Sales Executive,Married,13120,6,No,3,2,1,22,3,3,9,8,2,3
30,Travel_Rarely,Research & Development,20,3,3,Male,3,Manufacturing Director,Married,9957,0,No,3,3,1,7,1,2,6,2,0,2
31,Travel_Rarely,Human Resources,2,3,1,Male,2,Human Resources,Married,6410,3,No,3,4,0,9,1,3,2,2,1,0
38,Travel_Frequently,Research & Development,2,3,4,Female,2,Laboratory Technician,Single,2440,1,No,4,2,0,4,3,3,4,3,3,3
38,Travel_Rarely,Sales,2,2,2,Female,3,Sales Executive,Divorced,6893,3,No,3,4,1,11,3,3,7,7,1,7
59,Travel_Rarely,Research & Development,3,3,3,Female,4,Laboratory Technician,Married,2670,4,Yes,4,1,3,12,3,2,1,0,0,0
28,Travel_Frequently,Research & Development,1,3,1,Male,2,Laboratory Technician,Divorced,2596,1,No,3,1,2,1,2,3,1,0,0,0
43,Travel_Frequently,Research & Development,27,3,3,Female,3,Manufacturing Director,Married,10820,8,No,3,3,1,18,1,3,8,7,0,1
35,Travel_Rarely,Research & Development,16,2,4,Female,2,Manufacturing Director,Married,4788,0,Yes,3,4,0,4,2,3,3,2,0,2
33,Travel_Rarely,Research & Development,15,2,2,Female,3,Healthcare Representative,Married,4878,0,Yes,3,1,1,10,6,3,9,7,8,1
53,Travel_Rarely,Sales,7,2,1,Female,2,Sales Executive,Married,10934,7,Yes,3,4,1,35,3,3,5,2,0,4
32,Travel_Frequently,Research & Development,5,2,1,Female,4,Research Scientist,Single,2432,3,Yes,3,1,0,8,2,3,4,1,0,3
37,Travel_Rarely,Research & Development,1,4,1,Male,2,Manufacturing Director,Divorced,5993,1,No,3,3,1,7,2,4,7,5,0,7
28,Travel_Rarely,Research & Development,17,2,3,Male,3,Laboratory Technician,Divorced,4558,1,No,3,4,1,10,2,3,10,0,1,8
42,Travel_Frequently,Research & Development,9,2,1,Female,3,Laboratory Technician,Single,3673,1,No,3,3,0,12,3,3,12,9,5,8
41,Travel_Rarely,Research & Development,2,4,2,Female,1,Laboratory Technician,Divorced,2778,4,Yes,3,3,1,10,1,2,7,7,1,0
26,Travel_Rarely,Research & Development,4,2,3,Male,3,Research Scientist,Single,2875,1,Yes,4,2,0,8,2,2,8,5,2,2
37,Travel_Rarely,Research & Development,3,3,3,Male,3,Manufacturing Director,Married,9434,1,No,3,3,1,10,2,3,10,7,7,8
39,Travel_Frequently,Research & Development,1,1,2,Male,3,Manager,Divorced,19197,1,Yes,3,3,1,21,3,3,21,8,1,6
44,Travel_Rarely,Human Resources,1,4,1,Female,2,Human Resources,Single,5985,4,No,3,2,0,10,1,4,2,2,0,2
35,Travel_Rarely,Sales,3,4,4,Male,3,Sales Executive,Divorced,7823,6,No,3,2,1,12,2,3,10,9,0,8
33,Non-Travel,Sales,8,1,2,Female,2,Sales Representative,Single,2342,0,No,3,4,0,3,2,2,2,2,2,2
46,Travel_Rarely,Sales,9,3,1,Male,3,Sales Executive,Divorced,10096,4,No,3,1,1,28,1,4,7,7,4,3
45,Travel_Rarely,Research & Development,1,4,4,Female,3,Laboratory Technician,Divorced,2270,3,No,3,4,2,8,2,3,5,3,0,2
26,Travel_Rarely,Research & Development,6,3,3,Female,3,Laboratory Technician,Married,2659,1,Yes,3,3,1,3,2,3,3,2,0,2
34,Travel_Frequently,Research & Development,10,4,4,Male,2,Healthcare Representative,Married,5063,1,No,3,2,1,8,3,2,8,2,7,7
45,Travel_Rarely,Research & Development,8,4,4,Male,3,Research Scientist,Married,3697,9,No,3,1,2,12,3,3,10,9,9,8
36,Travel_Rarely,Research & Development,27,3,3,Male,3,Healthcare Representative,Married,5237,6,No,3,2,2,17,3,2,7,7,7,7
34,Non-Travel,Sales,4,4,3,Female,3,Sales Executive,Married,6538,9,No,3,1,1,6,3,3,3,2,1,2
39,Travel_Rarely,Research & Development,19,4,4,Male,3,Research Scientist,Divorced,3902,8,No,3,2,3,7,2,3,2,2,2,2
37,Non-Travel,Research & Development,25,5,2,Female,3,Research Scientist,Married,4449,3,Yes,3,1,2,15,2,3,13,11,10,7
34,Travel_Rarely,Sales,10,4,3,Female,3,Sales Representative,Married,2220,1,Yes,3,4,1,1,2,3,1,1,0,0
30,Travel_Rarely,Research & Development,18,3,1,Female,3,Research Scientist,Single,2632,1,No,3,3,0,5,4,2,5,4,0,4
38,Non-Travel,Sales,10,3,3,Female,3,Sales Executive,Single,5666,1,Yes,3,2,0,6,1,3,5,3,1,3
37,Travel_Rarely,Research & Development,10,3,3,Female,3,Laboratory Technician,Married,3452,6,No,4,2,1,17,3,3,5,4,0,3
30,Travel_Rarely,Sales,10,3,3,Male,2,Sales Executive,Married,6578,1,No,3,1,1,10,3,3,10,3,1,4
30,Travel_Rarely,Sales,29,4,3,Male,3,Sales Executive,Married,9250,3,No,3,2,1,9,3,3,4,2,1,3
41,Travel_Rarely,Sales,4,1,3,Female,3,Sales Executive,Divorced,10447,0,Yes,3,4,1,23,3,4,22,14,13,5
33,Travel_Rarely,Research & Development,9,3,1,Male,3,Research Scientist,Married,2781,0,No,3,2,1,15,5,3,14,10,4,10
39,Travel_Rarely,Research & Development,1,4,3,Female,3,Laboratory Technician,Divorced,2232,7,No,3,3,3,7,1,3,3,2,1,2
38,Travel_Rarely,Research & Development,2,3,4,Male,3,Research Scientist,Single,3944,5,Yes,3,3,0,6,3,3,3,2,1,2
30,Non-Travel,Research & Development,1,1,3,Male,2,Manufacturing Director,Single,8474,1,No,4,3,0,12,2,3,11,8,5,8
34,Non-Travel,Research & Development,3,4,3,Male,2,Research Scientist,Married,2979,3,No,3,4,3,6,2,3,0,0,0,0
45,Travel_Rarely,Sales,20,3,4,Female,3,Sales Executive,Single,4850,8,No,3,3,0,8,3,3,5,3,0,1
43,Travel_Rarely,Research & Development,11,3,1,Male,3,Healthcare Representative,Married,7510,1,No,3,2,1,10,1,3,10,9,0,9
39,Travel_Rarely,Research & Development,1,1,4,Female,2,Manufacturing Director,Married,12742,1,No,3,3,1,21,3,3,21,6,11,8
35,Travel_Rarely,Research & Development,25,4,3,Female,3,Healthcare Representative,Divorced,10388,1,Yes,3,3,1,16,3,2,16,10,10,1
51,Travel_Frequently,Research & Development,1,4,1,Female,2,Healthcare Representative,Single,7484,3,No,4,3,0,23,1,2,13,12,12,8
40,Travel_Frequently,Research & Development,1,4,3,Male,2,Healthcare Representative,Married,13503,1,No,4,4,1,22,3,2,22,3,11,11
26,Travel_Rarely,Research & Development,6,3,3,Female,2,Research Scientist,Married,2368,1,No,3,3,0,5,3,2,5,4,4,3
48,Travel_Rarely,Sales,29,1,1,Female,3,Manager,Married,12504,3,No,4,2,1,15,3,1,0,0,0,0
32,Travel_Rarely,Research & Development,2,1,4,Male,2,Laboratory Technician,Single,2176,4,No,3,4,0,9,5,3,6,2,0,4
38,Travel_Frequently,Research & Development,2,4,1,Female,4,Manufacturing Director,Single,5980,6,Yes,3,4,0,17,2,3,15,7,4,12
52,Travel_Rarely,Sales,2,1,1,Female,1,Manager,Married,19845,1,No,3,4,1,33,3,3,32,14,6,9
31,Travel_Rarely,Research & Development,23,3,2,Male,2,Healthcare Representative,Married,5582,0,No,4,2,1,10,2,3,9,0,7,8
24,Travel_Rarely,Research & Development,24,3,4,Male,3,Laboratory Technician,Single,3597,8,No,4,4,0,6,2,3,4,3,1,2
25,Travel_Rarely,Research & Development,1,3,4,Female,3,Research Scientist,Single,2096,1,No,3,4,0,2,3,2,2,2,2,1
36,Travel_Rarely,Research & Development,3,3,3,Male,3,Research Scientist,Single,4485,4,No,3,4,0,10,2,3,8,0,7,7
23,Travel_Rarely,Research & Development,6,3,3,Male,4,Laboratory Technician,Married,1601,1,Yes,4,3,2,1,2,3,0,0,0,0
38,Travel_Frequently,Research & Development,7,3,4,Male,4,Research Scientist,Divorced,2610,1,No,3,4,3,4,2,3,4,2,0,3
